measure_name,location_name,sex_name,age_name,cause_name,metric_name,year,val,upper,lower
Deaths,Finland,Both,40-44 years,Prostate cancer,Number,2019,0.29369148181438,0.440876416210872,0.202527757139323
Deaths,Finland,Both,40-44 years,Prostate cancer,Rate,2019,0.0846333505396492,0.127047771516307,0.0583626142579598
Deaths,Finland,Both,45-49 years,Prostate cancer,Number,2019,1.35986904468864,1.94664898426479,0.903955326844086
Deaths,Finland,Both,45-49 years,Prostate cancer,Rate,2019,0.432362363277453,0.618925593310411,0.287407278618537
Deaths,Finland,Both,50-54 years,Prostate cancer,Number,2019,5.61839285494527,7.86788770577661,3.89425298703898
Deaths,Finland,Both,50-54 years,Prostate cancer,Rate,2019,1.57807850495505,2.20991034063372,1.09380691068871
Deaths,Finland,Both,55-59 years,Prostate cancer,Number,2019,17.3572282883628,24.513690057549,11.8240144565302
Deaths,Finland,Both,55-59 years,Prostate cancer,Rate,2019,4.70147821207215,6.63991841256856,3.20272023983655
Deaths,Finland,Both,60-64 years,Prostate cancer,Number,2019,47.5304904186147,70.3350093917022,33.8600186255633
Deaths,Finland,Both,60-64 years,Prostate cancer,Rate,2019,13.2127651131054,19.5520801518317,9.412578512965
Deaths,Finland,Both,65-69 years,Prostate cancer,Number,2019,103.736989631677,148.412704942655,76.8602882758541
Deaths,Finland,Both,65-69 years,Prostate cancer,Rate,2019,29.085782764374,41.611962239909,21.550091784387
Deaths,Finland,Both,70-74 years,Prostate cancer,Number,2019,186.032178186468,283.846679460825,135.438059844184
Deaths,Finland,Both,70-74 years,Prostate cancer,Rate,2019,53.2318437533157,81.2207986717817,38.754680562044
Deaths,Finland,Both,75-79 years,Prostate cancer,Number,2019,221.950243268546,346.670683543893,169.794170837463
Deaths,Finland,Both,75-79 years,Prostate cancer,Rate,2019,104.594727270017,163.369614125232,80.0160194881835
Deaths,Finland,Both,80-84 years,Prostate cancer,Number,2019,288.301751905515,411.473250100261,220.280319542067
Deaths,Finland,Both,80-84 years,Prostate cancer,Rate,2019,179.158371746053,255.700414644649,136.888045653607
Deaths,Finland,Both,85-89 years,Prostate cancer,Number,2019,240.757223922571,346.368062122213,179.156350875289
Deaths,Finland,Both,85-89 years,Prostate cancer,Rate,2019,247.571559740139,356.171582254759,184.227150076342
Deaths,Finland,Both,90-94 years,Prostate cancer,Number,2019,135.460681201676,190.823280215626,94.571444693922
Deaths,Finland,Both,90-94 years,Prostate cancer,Rate,2019,282.667756644785,398.193690269753,197.343597250096
Deaths,Finland,Both,5-9 years,Colon and rectum cancer,Number,2019,0.057945966312851,0.0796657479560491,0.0399788938202543
Deaths,Finland,Both,5-9 years,Colon and rectum cancer,Rate,2019,0.0190100585006979,0.026135564311238,0.013115686193116
Deaths,Finland,Both,10-14 years,Colon and rectum cancer,Number,2019,0.0702197531281009,0.0900417865088104,0.0524684694060474
Deaths,Finland,Both,10-14 years,Colon and rectum cancer,Rate,2019,0.0227782632801079,0.0292082416690836,0.017020005864375
Deaths,Finland,Both,15-19 years,Colon and rectum cancer,Number,2019,0.12611294897351,0.172294524070953,0.0908234980142012
Deaths,Finland,Both,15-19 years,Colon and rectum cancer,Rate,2019,0.0425338518025925,0.058109415511102,0.0306318521307477
Deaths,Finland,Both,20-24 years,Colon and rectum cancer,Number,2019,0.377471112205495,0.492934038916782,0.282800623614992
Deaths,Finland,Both,20-24 years,Colon and rectum cancer,Rate,2019,0.120643893782269,0.157547107340935,0.0903861707393189
Deaths,Finland,Both,25-29 years,Colon and rectum cancer,Number,2019,0.983424940831123,1.23938678560329,0.736544972896423
Deaths,Finland,Both,25-29 years,Colon and rectum cancer,Rate,2019,0.277272758106889,0.34944018413345,0.207665931201784
Deaths,Finland,Both,30-34 years,Colon and rectum cancer,Number,2019,2.49136550238726,3.22565870793747,1.90802530786629
Deaths,Finland,Both,30-34 years,Colon and rectum cancer,Rate,2019,0.714602095653404,0.925220514752263,0.547281754625919
Deaths,Finland,Both,35-39 years,Colon and rectum cancer,Number,2019,4.71655312629716,6.00936081199107,3.65292013915106
Deaths,Finland,Both,35-39 years,Colon and rectum cancer,Rate,2019,1.30908346678104,1.66790337652263,1.01387119610128
Deaths,Finland,Both,40-44 years,Colon and rectum cancer,Number,2019,8.65270700618372,10.7739080347012,6.73739061683854
Deaths,Finland,Both,40-44 years,Colon and rectum cancer,Rate,2019,2.49345871608922,3.10472721152706,1.94152019076203
Deaths,Finland,Both,45-49 years,Colon and rectum cancer,Number,2019,17.0389512637799,20.6655829538656,13.8997366561132
Deaths,Finland,Both,45-49 years,Colon and rectum cancer,Rate,2019,5.41743432204092,6.570500534105,4.41933950408244
Deaths,Finland,Both,50-54 years,Colon and rectum cancer,Number,2019,36.0485428183318,43.4616662734369,29.7068977948016
Deaths,Finland,Both,50-54 years,Colon and rectum cancer,Rate,2019,10.1252141004147,12.2073915275027,8.3439905448423
Deaths,Finland,Both,55-59 years,Colon and rectum cancer,Number,2019,65.1976635816934,76.5692745233996,53.8372819909131
Deaths,Finland,Both,55-59 years,Colon and rectum cancer,Rate,2019,17.6598123683637,20.739992002484,14.5826743805152
Deaths,Finland,Both,60-64 years,Colon and rectum cancer,Number,2019,103.273639753323,121.614541967261,86.910474646071
Deaths,Finland,Both,60-64 years,Colon and rectum cancer,Rate,2019,28.7085265146291,33.8070228857141,24.1598114653013
Deaths,Finland,Both,65-69 years,Colon and rectum cancer,Number,2019,170.266779387211,198.427214299473,143.886769884535
Deaths,Finland,Both,65-69 years,Colon and rectum cancer,Rate,2019,47.7394088148258,55.635033078808,40.3429803234921
Deaths,Finland,Both,70-74 years,Colon and rectum cancer,Number,2019,252.28511958563,295.032897145544,214.354445188029
Deaths,Finland,Both,70-74 years,Colon and rectum cancer,Rate,2019,72.189672765148,84.4216588551564,61.3360680142155
Deaths,Finland,Both,75-79 years,Colon and rectum cancer,Number,2019,240.477284354754,277.362499354738,206.150068900495
Deaths,Finland,Both,75-79 years,Colon and rectum cancer,Rate,2019,113.325651737568,130.707921504,97.1488470379977
Deaths,Finland,Both,80-84 years,Colon and rectum cancer,Number,2019,284.288848114001,335.471998140392,236.353077396093
Deaths,Finland,Both,80-84 years,Colon and rectum cancer,Rate,2019,176.664646666308,208.47121654996,146.876084600867
Deaths,Finland,Both,85-89 years,Colon and rectum cancer,Number,2019,230.494379026556,279.695607799103,181.251751092593
Deaths,Finland,Both,85-89 years,Colon and rectum cancer,Rate,2019,237.018237696956,287.612046472007,186.381858008364
Deaths,Finland,Both,90-94 years,Colon and rectum cancer,Number,2019,142.21688285079,176.592540034762,104.673358890031
Deaths,Finland,Both,90-94 years,Colon and rectum cancer,Rate,2019,296.76602004235,368.498199544067,218.423407260655
Deaths,Finland,Both,1-4 years,Malignant skin melanoma,Number,2019,0.0778410657238353,0.288560402392362,0.0148320364238856
Deaths,Finland,Both,1-4 years,Malignant skin melanoma,Rate,2019,0.0367891738933227,0.136379155701733,0.00700990360443308
Deaths,Finland,Both,5-9 years,Malignant skin melanoma,Number,2019,0.0280819312512648,0.0322952092805214,0.0242835156821032
Deaths,Finland,Both,5-9 years,Malignant skin melanoma,Rate,2019,0.00921270607546548,0.0105949362273183,0.00796657788442157
Deaths,Finland,Both,10-14 years,Malignant skin melanoma,Number,2019,0.0355589092186323,0.0500612176837305,0.0281102800159722
Deaths,Finland,Both,10-14 years,Malignant skin melanoma,Rate,2019,0.0115347912809925,0.0162391285318614,0.0091185646567751
Deaths,Finland,Both,15-19 years,Malignant skin melanoma,Number,2019,0.15803970606204,0.239980277957632,0.10349687931049
Deaths,Finland,Both,15-19 years,Malignant skin melanoma,Rate,2019,0.0533017227119162,0.0809376488400006,0.0349061770615469
Deaths,Finland,Both,20-24 years,Malignant skin melanoma,Number,2019,0.455306456277113,0.684273136858739,0.31116999528559
Deaths,Finland,Both,20-24 years,Malignant skin melanoma,Rate,2019,0.145520920603783,0.21870117466447,0.0994533320447226
Deaths,Finland,Both,25-29 years,Malignant skin melanoma,Number,2019,1.13873016189743,1.60009215661806,0.806214327888507
Deaths,Finland,Both,25-29 years,Malignant skin melanoma,Rate,2019,0.321060448662167,0.451139631577511,0.227308929271222
Deaths,Finland,Both,30-34 years,Malignant skin melanoma,Number,2019,1.87906578932235,2.69006031982038,1.38176474683199
Deaths,Finland,Both,30-34 years,Malignant skin melanoma,Rate,2019,0.538975252580841,0.771594027506487,0.396333650297391
Deaths,Finland,Both,35-39 years,Malignant skin melanoma,Number,2019,3.28054173167287,4.60628412380613,2.33408657329354
Deaths,Finland,Both,35-39 years,Malignant skin melanoma,Rate,2019,0.910517241727687,1.2784782081962,0.647827780439522
Deaths,Finland,Both,40-44 years,Malignant skin melanoma,Number,2019,4.32486859983268,6.11623541498109,3.1435924164403
Deaths,Finland,Both,40-44 years,Malignant skin melanoma,Rate,2019,1.24630145207582,1.76252131202862,0.905891983283759
Deaths,Finland,Both,45-49 years,Malignant skin melanoma,Number,2019,6.19380379487091,8.28518588143838,4.21252090465791
Deaths,Finland,Both,45-49 years,Malignant skin melanoma,Rate,2019,1.96928348129316,2.63422611308274,1.33934624132178
Deaths,Finland,Both,50-54 years,Malignant skin melanoma,Number,2019,9.87059582918959,13.0680615916807,6.4716811986588
Deaths,Finland,Both,50-54 years,Malignant skin melanoma,Rate,2019,2.77242540906207,3.67052066875465,1.81774775352989
Deaths,Finland,Both,55-59 years,Malignant skin melanoma,Number,2019,14.1625090786478,18.7896584866693,8.98005586297605
Deaths,Finland,Both,55-59 years,Malignant skin melanoma,Rate,2019,3.83613827941517,5.08947445523774,2.43238933552996
Deaths,Finland,Both,60-64 years,Malignant skin melanoma,Number,2019,21.516097620964,28.2697750356847,11.6160968794394
Deaths,Finland,Both,60-64 years,Malignant skin melanoma,Rate,2019,5.98115318214992,7.85857444467998,3.22910111482881
Deaths,Finland,Both,65-69 years,Malignant skin melanoma,Number,2019,28.0363643307376,37.856972105732,14.2785039553255
Deaths,Finland,Both,65-69 years,Malignant skin melanoma,Rate,2019,7.86083734762307,10.614339886802,4.00340771136116
Deaths,Finland,Both,70-74 years,Malignant skin melanoma,Number,2019,36.2935281998581,48.2882386795524,17.3840825757077
Deaths,Finland,Both,70-74 years,Malignant skin melanoma,Rate,2019,10.3851464903825,13.8173513935651,4.97433710923524
Deaths,Finland,Both,75-79 years,Malignant skin melanoma,Number,2019,30.8120464216191,41.1838760280746,14.3196940318417
Deaths,Finland,Both,75-79 years,Malignant skin melanoma,Rate,2019,14.5202706004741,19.4080268516159,6.74819937024516
Deaths,Finland,Both,80-84 years,Malignant skin melanoma,Number,2019,33.0690191105703,45.2819917637327,13.4363163703957
Deaths,Finland,Both,80-84 years,Malignant skin melanoma,Rate,2019,20.549967455732,28.1394332853976,8.34968413224848
Deaths,Finland,Both,85-89 years,Malignant skin melanoma,Number,2019,24.8931009209759,33.478960982708,11.2693218995559
Deaths,Finland,Both,85-89 years,Malignant skin melanoma,Rate,2019,25.5976693922866,34.4265416170186,11.5882861350155
Deaths,Finland,Both,90-94 years,Malignant skin melanoma,Number,2019,13.6658782736001,18.5306176085149,6.58258774096749
Deaths,Finland,Both,90-94 years,Malignant skin melanoma,Rate,2019,28.5167852391654,38.6681069530634,13.7359807521307
Deaths,United Kingdom,Both,10-14 years,"Tracheal, bronchus, and lung cancer",Number,2019,0.534006855961406,0.588692084602037,0.482208979913815
Deaths,United Kingdom,Both,10-14 years,"Tracheal, bronchus, and lung cancer",Rate,2019,0.0134455617969739,0.0148224610125196,0.0121413621681208
Deaths,United Kingdom,Both,15-19 years,"Tracheal, bronchus, and lung cancer",Number,2019,1.26536408964152,1.37091585587934,1.18103706885729
Deaths,United Kingdom,Both,15-19 years,"Tracheal, bronchus, and lung cancer",Rate,2019,0.0343030219618191,0.0371644470528303,0.0320169829714477
Deaths,United Kingdom,Both,20-24 years,"Tracheal, bronchus, and lung cancer",Number,2019,3.45961139024482,3.76237813917699,3.19261494260398
Deaths,United Kingdom,Both,20-24 years,"Tracheal, bronchus, and lung cancer",Rate,2019,0.0840649106627265,0.0914218235727703,0.0775771783753714
Deaths,United Kingdom,Both,25-29 years,"Tracheal, bronchus, and lung cancer",Number,2019,12.153462524166,12.964281652115,11.388324784985
Deaths,United Kingdom,Both,25-29 years,"Tracheal, bronchus, and lung cancer",Rate,2019,0.261533424484965,0.278981645742796,0.245068232550338
Deaths,United Kingdom,Both,30-34 years,"Tracheal, bronchus, and lung cancer",Number,2019,40.0907653020993,42.4289010563036,37.9064897465752
Deaths,United Kingdom,Both,30-34 years,"Tracheal, bronchus, and lung cancer",Rate,2019,0.833431579849039,0.882038189397247,0.788023511099332
Deaths,United Kingdom,Both,35-39 years,"Tracheal, bronchus, and lung cancer",Number,2019,89.0533865714238,94.3095039628582,84.6022425361321
Deaths,United Kingdom,Both,35-39 years,"Tracheal, bronchus, and lung cancer",Rate,2019,1.93224004392131,2.04628489825298,1.83566113684792
Deaths,United Kingdom,Both,40-44 years,"Tracheal, bronchus, and lung cancer",Number,2019,185.139102449378,194.827838059785,176.066420635943
Deaths,United Kingdom,Both,40-44 years,"Tracheal, bronchus, and lung cancer",Rate,2019,4.50750733247703,4.74339508513739,4.28661839406125
Deaths,United Kingdom,Both,45-49 years,"Tracheal, bronchus, and lung cancer",Number,2019,466.095510630352,488.219542564981,446.076049027093
Deaths,United Kingdom,Both,45-49 years,"Tracheal, bronchus, and lung cancer",Rate,2019,10.3489884818933,10.8402211722809,9.90448478507454
Deaths,United Kingdom,Both,50-54 years,"Tracheal, bronchus, and lung cancer",Number,2019,1216.64646958338,1269.26984058888,1165.16141108583
Deaths,United Kingdom,Both,50-54 years,"Tracheal, bronchus, and lung cancer",Rate,2019,25.9646134157223,27.0876557447381,24.8658639646738
Deaths,United Kingdom,Both,55-59 years,"Tracheal, bronchus, and lung cancer",Number,2019,2222.18536941658,2315.3048517188,2134.17884112493
Deaths,United Kingdom,Both,55-59 years,"Tracheal, bronchus, and lung cancer",Rate,2019,50.795700521297,52.9242670220131,48.7840081951092
Deaths,United Kingdom,Both,60-64 years,"Tracheal, bronchus, and lung cancer",Number,2019,3709.04157417876,3850.41871353889,3577.12203717737
Deaths,United Kingdom,Both,60-64 years,"Tracheal, bronchus, and lung cancer",Rate,2019,100.107111082836,103.922883085238,96.5465999695253
Deaths,United Kingdom,Both,65-69 years,"Tracheal, bronchus, and lung cancer",Number,2019,5475.78644154608,5717.5792555478,5265.84983495174
Deaths,United Kingdom,Both,65-69 years,"Tracheal, bronchus, and lung cancer",Rate,2019,163.706802897792,170.935559710431,157.430434919667
Deaths,United Kingdom,Both,70-74 years,"Tracheal, bronchus, and lung cancer",Number,2019,8088.74920788034,8430.50527432008,7744.06615333816
Deaths,United Kingdom,Both,70-74 years,"Tracheal, bronchus, and lung cancer",Rate,2019,247.9490046294,258.425046638125,237.383239998807
Deaths,United Kingdom,Both,75-79 years,"Tracheal, bronchus, and lung cancer",Number,2019,7353.97480316336,7731.32921829092,6879.75728982176
Deaths,United Kingdom,Both,75-79 years,"Tracheal, bronchus, and lung cancer",Rate,2019,321.583730239303,338.085152080834,300.846558714103
Deaths,United Kingdom,Both,80-84 years,"Tracheal, bronchus, and lung cancer",Number,2019,6598.75717809789,7027.53841114906,5845.43286842319
Deaths,United Kingdom,Both,80-84 years,"Tracheal, bronchus, and lung cancer",Rate,2019,397.59607240186,423.431503162462,352.205890783169
Deaths,United Kingdom,Both,85-89 years,"Tracheal, bronchus, and lung cancer",Number,2019,4558.26252209264,4910.14604809123,3893.32164611895
Deaths,United Kingdom,Both,85-89 years,"Tracheal, bronchus, and lung cancer",Rate,2019,458.337921463154,493.720167027475,391.47744172717
Deaths,United Kingdom,Both,90-94 years,"Tracheal, bronchus, and lung cancer",Number,2019,2111.25933364786,2318.16042531976,1755.54263113091
Deaths,United Kingdom,Both,90-94 years,"Tracheal, bronchus, and lung cancer",Rate,2019,470.667161669695,516.792025636698,391.36654328338
Deaths,United Kingdom,Both,15-19 years,Breast cancer,Number,2019,0.975771647630147,1.0739185707274,0.913210462288623
Deaths,United Kingdom,Both,15-19 years,Breast cancer,Rate,2019,0.0264523993784745,0.0291130850151627,0.0247564150113698
Deaths,United Kingdom,Both,20-24 years,Breast cancer,Number,2019,3.15439193170156,3.43718665924183,2.93429441761797
Deaths,United Kingdom,Both,20-24 years,Breast cancer,Rate,2019,0.0766483994940691,0.0835200133330098,0.0713002618648842
Deaths,United Kingdom,Both,25-29 years,Breast cancer,Number,2019,28.1715508034583,30.0203802987705,26.6349729294727
Deaths,United Kingdom,Both,25-29 years,Breast cancer,Rate,2019,0.606230705038208,0.646016133119824,0.573164698328415
Deaths,United Kingdom,Both,30-34 years,Breast cancer,Number,2019,103.42693674927,109.733135374406,97.1261363349515
Deaths,United Kingdom,Both,30-34 years,Breast cancer,Rate,2019,2.15010301360791,2.28120016387141,2.01911808468353
Deaths,United Kingdom,Both,35-39 years,Breast cancer,Number,2019,198.707309782837,209.820752865187,187.677515217391
Deaths,United Kingdom,Both,35-39 years,Breast cancer,Rate,2019,4.31146120057246,4.55259565459273,4.07214171418226
Deaths,United Kingdom,Both,40-44 years,Breast cancer,Number,2019,311.701414281499,329.225973670919,295.617488647468
Deaths,United Kingdom,Both,40-44 years,Breast cancer,Rate,2019,7.58886908183797,8.0155324873594,7.19728020746586
Deaths,United Kingdom,Both,45-49 years,Breast cancer,Number,2019,551.833232219192,582.349058371122,523.787625286955
Deaths,United Kingdom,Both,45-49 years,Breast cancer,Rate,2019,12.252672754644,12.9302333107083,11.6299599061188
Deaths,United Kingdom,Both,50-54 years,Breast cancer,Number,2019,872.323466448256,912.128301234057,833.370748342508
Deaths,United Kingdom,Both,50-54 years,Breast cancer,Rate,2019,18.6163706105584,19.465850860679,17.7850754953441
Deaths,United Kingdom,Both,55-59 years,Breast cancer,Number,2019,1140.47225120008,1188.47540567536,1092.56169446347
Deaths,United Kingdom,Both,55-59 years,Breast cancer,Rate,2019,26.0694214452586,27.1666988787088,24.9742606520614
Deaths,United Kingdom,Both,60-64 years,Breast cancer,Number,2019,1141.66829538298,1200.52063219431,1088.15328440175
Deaths,United Kingdom,Both,60-64 years,Breast cancer,Rate,2019,30.8136516078178,32.4020774318018,29.369280321663
Deaths,United Kingdom,Both,65-69 years,Breast cancer,Number,2019,1320.52977153349,1387.26417089763,1249.97144301944
Deaths,United Kingdom,Both,65-69 years,Breast cancer,Rate,2019,39.4792071124054,41.4743315168781,37.3697606425418
Deaths,United Kingdom,Both,70-74 years,Breast cancer,Number,2019,1746.60921260734,1848.26193402607,1636.84688912892
Deaths,United Kingdom,Both,70-74 years,Breast cancer,Rate,2019,53.5398001115695,56.6558184780544,50.1751935261942
Deaths,United Kingdom,Both,75-79 years,Breast cancer,Number,2019,1773.35045116962,1891.8182957025,1621.13824829196
