measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,90,Norway,1,Male,16,55-59 years,526,Digestive diseases,2,Percent,2019,0.04772352107627524,0.051684991317678626,0.044169815844555586
1,Deaths,90,Norway,2,Female,16,55-59 years,526,Digestive diseases,2,Percent,2019,0.03345729317768041,0.03652158539387486,0.03069825830726601
1,Deaths,90,Norway,3,Both,16,55-59 years,526,Digestive diseases,2,Percent,2019,0.042089857642151694,0.04521716016788757,0.03897690635252016
1,Deaths,90,Norway,1,Male,16,55-59 years,526,Digestive diseases,3,Rate,2019,20.619039331731585,22.558187758300498,18.85973183074712
1,Deaths,90,Norway,2,Female,16,55-59 years,526,Digestive diseases,3,Rate,2019,9.846762049619795,10.757538205658417,9.01383113278498
1,Deaths,90,Norway,3,Both,16,55-59 years,526,Digestive diseases,3,Rate,2019,15.34841519880803,16.539075461144424,14.141980421347036
1,Deaths,90,Norway,1,Male,17,60-64 years,526,Digestive diseases,1,Number,2019,47.64793376021241,51.76029213710227,44.221629989847635
1,Deaths,90,Norway,2,Female,17,60-64 years,526,Digestive diseases,1,Number,2019,25.577523355960953,27.85766792657117,23.684299358603155
1,Deaths,90,Norway,3,Both,17,60-64 years,526,Digestive diseases,1,Number,2019,73.2254571161734,78.78064231289228,68.4077761445526
1,Deaths,90,Norway,1,Male,17,60-64 years,526,Digestive diseases,2,Percent,2019,0.040661292870217386,0.04389257740874461,0.03794364646594206
1,Deaths,90,Norway,2,Female,17,60-64 years,526,Digestive diseases,2,Percent,2019,0.03322272455679317,0.03629687546383396,0.030880762301096307
1,Deaths,90,Norway,3,Both,17,60-64 years,526,Digestive diseases,2,Percent,2019,0.037711910915628456,0.04040857733383392,0.03532931878279481
1,Deaths,90,Norway,1,Male,17,60-64 years,526,Digestive diseases,3,Rate,2019,31.150148185881587,33.83862935860645,28.910179697136137
1,Deaths,90,Norway,2,Female,17,60-64 years,526,Digestive diseases,3,Rate,2019,16.933300469787476,18.44284353974616,15.679913644264337
1,Deaths,90,Norway,3,Both,17,60-64 years,526,Digestive diseases,3,Rate,2019,24.086465639418094,25.913764267941406,22.501758465784206
1,Deaths,90,Norway,1,Male,18,65-69 years,526,Digestive diseases,1,Number,2019,58.14244693682756,63.14979790824362,53.89882391988295
1,Deaths,90,Norway,2,Female,18,65-69 years,526,Digestive diseases,1,Number,2019,37.57892618482808,41.40237682224276,34.5579053100302
1,Deaths,90,Norway,3,Both,18,65-69 years,526,Digestive diseases,1,Number,2019,95.72137312165562,102.61623288885764,89.25235976307624
1,Deaths,90,Norway,1,Male,18,65-69 years,526,Digestive diseases,2,Percent,2019,0.03517617878793306,0.0378984033348495,0.03283104347890243
1,Deaths,90,Norway,2,Female,18,65-69 years,526,Digestive diseases,2,Percent,2019,0.033791885585598994,0.03719517551508449,0.031134041522986704
1,Deaths,90,Norway,3,Both,18,65-69 years,526,Digestive diseases,2,Percent,2019,0.03461955883709148,0.03688936376247607,0.03242567253540643
1,Deaths,90,Norway,1,Male,18,65-69 years,526,Digestive diseases,3,Rate,2019,42.61383219698084,46.28382589846984,39.503590907208455
1,Deaths,90,Norway,2,Female,18,65-69 years,526,Digestive diseases,3,Rate,2019,27.445737328641393,30.238191305835517,25.239337257861244
1,Deaths,90,Norway,3,Both,18,65-69 years,526,Digestive diseases,3,Rate,2019,35.0164540273185,37.5387072314821,32.6499824495977
1,Deaths,90,Norway,1,Male,19,70-74 years,526,Digestive diseases,1,Number,2019,80.58449592148128,87.6926309245489,75.13568518076565
1,Deaths,90,Norway,2,Female,19,70-74 years,526,Digestive diseases,1,Number,2019,58.462987871687375,65.68497656469783,53.33810028216788
1,Deaths,90,Norway,3,Both,19,70-74 years,526,Digestive diseases,1,Number,2019,139.04748379316865,150.33202696048497,130.11400187949016
1,Deaths,90,Norway,1,Male,19,70-74 years,526,Digestive diseases,2,Percent,2019,0.030408544116720705,0.03281502393179746,0.028375515646420005
1,Deaths,90,Norway,2,Female,19,70-74 years,526,Digestive diseases,2,Percent,2019,0.03282290994651528,0.03685838217834289,0.03002079725595168
1,Deaths,90,Norway,3,Both,19,70-74 years,526,Digestive diseases,2,Percent,2019,0.03137910811264542,0.033836027162774354,0.029407916009025394
1,Deaths,90,Norway,1,Male,19,70-74 years,526,Digestive diseases,3,Rate,2019,64.28357296863233,69.95384874458058,59.9369673488074
1,Deaths,90,Norway,2,Female,19,70-74 years,526,Digestive diseases,3,Rate,2019,44.817880965572336,50.354276578612925,40.889128599149835
1,Deaths,90,Norway,3,Both,19,70-74 years,526,Digestive diseases,3,Rate,2019,54.35714414521454,58.768554713931685,50.86482230771326
1,Deaths,90,Norway,1,Male,20,75-79 years,526,Digestive diseases,1,Number,2019,81.5411425235039,88.75261980551433,75.22609706063047
1,Deaths,90,Norway,2,Female,20,75-79 years,526,Digestive diseases,1,Number,2019,83.08864423211526,92.07714219217091,74.32259830917666
1,Deaths,90,Norway,3,Both,20,75-79 years,526,Digestive diseases,1,Number,2019,164.62978675561914,177.76986113504915,150.81722461666595
1,Deaths,90,Norway,1,Male,20,75-79 years,526,Digestive diseases,2,Percent,2019,0.030203274286869683,0.032711378382590195,0.02795349923062875
1,Deaths,90,Norway,2,Female,20,75-79 years,526,Digestive diseases,2,Percent,2019,0.03822552820578307,0.042310894994124215,0.03416807277796246
1,Deaths,90,Norway,3,Both,20,75-79 years,526,Digestive diseases,2,Percent,2019,0.03378161038071775,0.03647691301326101,0.031020523765907602
1,Deaths,90,Norway,1,Male,20,75-79 years,526,Digestive diseases,3,Rate,2019,106.42400244576426,115.83611334029867,98.18187591936405
1,Deaths,90,Norway,2,Female,20,75-79 years,526,Digestive diseases,3,Rate,2019,95.42377174677225,105.74667911412057,85.3563410767591
1,Deaths,90,Norway,3,Both,20,75-79 years,526,Digestive diseases,3,Rate,2019,100.57262316757502,108.59991746832053,92.13450492447868
1,Deaths,90,Norway,1,Male,30,80-84 years,526,Digestive diseases,1,Number,2019,93.4218998175895,102.20478103262867,83.3158885694193
1,Deaths,90,Norway,2,Female,30,80-84 years,526,Digestive diseases,1,Number,2019,105.61040862295695,117.6117473233672,88.8093659249824
1,Deaths,90,Norway,3,Both,30,80-84 years,526,Digestive diseases,1,Number,2019,199.03230844054653,218.5933907037109,173.08022491926772
1,Deaths,90,Norway,1,Male,30,80-84 years,526,Digestive diseases,2,Percent,2019,0.029312283698403666,0.031915238899412876,0.02622431547834637
1,Deaths,90,Norway,2,Female,30,80-84 years,526,Digestive diseases,2,Percent,2019,0.03698094535407017,0.0411722012002854,0.03118063149318457
1,Deaths,90,Norway,3,Both,30,80-84 years,526,Digestive diseases,2,Percent,2019,0.03293649056556254,0.03618210796460843,0.028530506532619005
1,Deaths,90,Norway,1,Male,30,80-84 years,526,Digestive diseases,3,Rate,2019,199.05499408652588,217.76876860551846,177.52201292075293
1,Deaths,90,Norway,2,Female,30,80-84 years,526,Digestive diseases,3,Rate,2019,170.20434744470245,189.54600181949826,143.12737135791804
1,Deaths,90,Norway,3,Both,30,80-84 years,526,Digestive diseases,3,Rate,2019,182.6287874683284,200.57771627933616,158.8155805427617
1,Deaths,90,Norway,1,Male,31,85-89 years,526,Digestive diseases,1,Number,2019,99.07519797698633,108.54688321234273,85.30857121516308
1,Deaths,90,Norway,2,Female,31,85-89 years,526,Digestive diseases,1,Number,2019,155.35915425097318,174.43586545531755,124.19697735405639
1,Deaths,90,Norway,3,Both,31,85-89 years,526,Digestive diseases,1,Number,2019,254.43435222795972,281.74600542844877,210.85930469514082
1,Deaths,90,Norway,1,Male,31,85-89 years,526,Digestive diseases,2,Percent,2019,0.03067433072904338,0.03354896034254976,0.02651826052048556
1,Deaths,90,Norway,2,Female,31,85-89 years,526,Digestive diseases,2,Percent,2019,0.03939414774514247,0.04417076875745024,0.031491948897883704
1,Deaths,90,Norway,3,Both,31,85-89 years,526,Digestive diseases,2,Percent,2019,0.035468137217242554,0.039067519156476264,0.029329005153046813
1,Deaths,90,Norway,1,Male,31,85-89 years,526,Digestive diseases,3,Rate,2019,358.277574470857,392.5292588637879,308.4944426115864
1,Deaths,90,Norway,2,Female,31,85-89 years,526,Digestive diseases,3,Rate,2019,347.9243309576325,390.64631933767487,278.13713624538144
1,Deaths,90,Norway,3,Both,31,85-89 years,526,Digestive diseases,3,Rate,2019,351.8838767832308,389.6560184983429,291.61938607042026
1,Deaths,90,Norway,1,Male,32,90-94 years,526,Digestive diseases,1,Number,2019,67.94625466030794,75.72320620144569,56.25733911886473
1,Deaths,90,Norway,2,Female,32,90-94 years,526,Digestive diseases,1,Number,2019,143.6714562688635,163.51475952670447,108.29730727443894
1,Deaths,90,Norway,3,Both,32,90-94 years,526,Digestive diseases,1,Number,2019,211.61771092917135,237.1660101520609,163.98264630480654
1,Deaths,90,Norway,1,Male,32,90-94 years,526,Digestive diseases,2,Percent,2019,0.029156508537408907,0.03251031858844723,0.024241330353137892
1,Deaths,90,Norway,2,Female,32,90-94 years,526,Digestive diseases,2,Percent,2019,0.03648589691169268,0.04144811887385732,0.027383193483552386
1,Deaths,90,Norway,3,Both,32,90-94 years,526,Digestive diseases,2,Percent,2019,0.033761002778978845,0.03792578189568795,0.026116845887552583
1,Deaths,90,Norway,1,Male,32,90-94 years,526,Digestive diseases,3,Rate,2019,571.5702834929918,636.9907311586094,473.24202679731917
1,Deaths,90,Norway,2,Female,32,90-94 years,526,Digestive diseases,3,Rate,2019,567.9648421742631,646.4097810350812,428.123056808986
1,Deaths,90,Norway,3,Both,32,90-94 years,526,Digestive diseases,3,Rate,2019,569.1175102052537,637.8262415296191,441.0093794705884
1,Deaths,90,Norway,1,Male,5,1-4 years,527,Peptic ulcer disease,1,Number,2019,0.003761800608538738,0.0047620128977488236,0.002462872178371052
1,Deaths,90,Norway,2,Female,5,1-4 years,527,Peptic ulcer disease,1,Number,2019,0.008444749132295216,0.010280604628412623,0.005945078097159567
1,Deaths,90,Norway,3,Both,5,1-4 years,527,Peptic ulcer disease,1,Number,2019,0.012206549740833959,0.014821008933276763,0.008654628921074495
1,Deaths,90,Norway,1,Male,5,1-4 years,527,Peptic ulcer disease,2,Percent,2019,0.0002535545233346795,0.0003067194052586192,0.00017128321580301879
1,Deaths,90,Norway,2,Female,5,1-4 years,527,Peptic ulcer disease,2,Percent,2019,0.0006642335689230387,0.000791286388457577,0.00045838591060109074
1,Deaths,90,Norway,3,Both,5,1-4 years,527,Peptic ulcer disease,2,Percent,2019,0.0004431677561076338,0.000525390603136849,0.00031535190676761077
1,Deaths,90,Norway,1,Male,5,1-4 years,527,Peptic ulcer disease,3,Rate,2019,0.003090242741508093,0.003911896807830154,0.0020231994367797693
1,Deaths,90,Norway,2,Female,5,1-4 years,527,Peptic ulcer disease,3,Rate,2019,0.00730812292178998,0.008896880316720798,0.005144896649152997
1,Deaths,90,Norway,3,Both,5,1-4 years,527,Peptic ulcer disease,3,Rate,2019,0.005144268221852367,0.0062460930312021705,0.003647364200030384
1,Deaths,90,Norway,1,Male,6,5-9 years,527,Peptic ulcer disease,1,Number,2019,0.0012140196930712378,0.0015868699098402935,0.0008778868467694385
1,Deaths,90,Norway,2,Female,6,5-9 years,527,Peptic ulcer disease,1,Number,2019,0.0021827853393627974,0.0026143913629727276,0.0017132620362744506
1,Deaths,90,Norway,3,Both,6,5-9 years,527,Peptic ulcer disease,1,Number,2019,0.0033968050324340343,0.003938587177769763,0.0028681119226219025
1,Deaths,90,Norway,1,Male,6,5-9 years,527,Peptic ulcer disease,2,Percent,2019,0.00010198840994378373,0.00013152368825124867,7.495251710668219e-05
1,Deaths,90,Norway,2,Female,6,5-9 years,527,Peptic ulcer disease,2,Percent,2019,0.00021693379054396413,0.0002585552350077127,0.00017111381710204317
1,Deaths,90,Norway,3,Both,6,5-9 years,527,Peptic ulcer disease,2,Percent,2019,0.00015465347704540484,0.0001787741767977639,0.00013112776104782438
1,Deaths,90,Norway,1,Male,6,5-9 years,527,Peptic ulcer disease,3,Rate,2019,0.0007363408689756687,0.000962486173026666,0.000532465797138092
1,Deaths,90,Norway,2,Female,6,5-9 years,527,Peptic ulcer disease,3,Rate,2019,0.001395277708048567,0.001671168448444605,0.0010951495248531717
1,Deaths,90,Norway,3,Both,6,5-9 years,527,Peptic ulcer disease,3,Rate,2019,0.0010571642472260417,0.0012257793747842856,0.0008926227300911469
1,Deaths,90,Norway,1,Male,7,10-14 years,527,Peptic ulcer disease,1,Number,2019,0.0017652197984180757,0.002126027331926681,0.0011779502373547586
1,Deaths,90,Norway,2,Female,7,10-14 years,527,Peptic ulcer disease,1,Number,2019,0.0022754408339258417,0.0027256980469258767,0.001862100534633475
1,Deaths,90,Norway,3,Both,7,10-14 years,527,Peptic ulcer disease,1,Number,2019,0.0040406606323439105,0.00461902082527437,0.0032535459951994576
1,Deaths,90,Norway,1,Male,7,10-14 years,527,Peptic ulcer disease,2,Percent,2019,0.00012186095790028058,0.000146281114127939,8.126622679477661e-05
1,Deaths,90,Norway,2,Female,7,10-14 years,527,Peptic ulcer disease,2,Percent,2019,0.00019862501752968036,0.0002385939321992003,0.00016271938909978408
1,Deaths,90,Norway,3,Both,7,10-14 years,527,Peptic ulcer disease,2,Percent,2019,0.00015575921460847641,0.0001779218000474972,0.00012609433961167094
1,Deaths,90,Norway,1,Male,7,10-14 years,527,Peptic ulcer disease,3,Rate,2019,0.0010769330355440137,0.0012970560778171568,0.0007186490464083284
1,Deaths,90,Norway,2,Female,7,10-14 years,527,Peptic ulcer disease,3,Rate,2019,0.0014589635580604385,0.0017476587663588416,0.0011939386781540213
1,Deaths,90,Norway,3,Both,7,10-14 years,527,Peptic ulcer disease,3,Rate,2019,0.001263201544085995,0.0014440099700398041,0.0010171317759261288
1,Deaths,90,Norway,1,Male,8,15-19 years,527,Peptic ulcer disease,1,Number,2019,0.009790478706531608,0.011604858695139325,0.007173879463538325
1,Deaths,90,Norway,2,Female,8,15-19 years,527,Peptic ulcer disease,1,Number,2019,0.0050827815038352936,0.0059050866045800825,0.004264540409177619
1,Deaths,90,Norway,3,Both,8,15-19 years,527,Peptic ulcer disease,1,Number,2019,0.0148732602103669,0.017127930268395552,0.012098829950534812
1,Deaths,90,Norway,1,Male,8,15-19 years,527,Peptic ulcer disease,2,Percent,2019,0.00018200682539099914,0.00021586976429498458,0.00013385750312450108
1,Deaths,90,Norway,2,Female,8,15-19 years,527,Peptic ulcer disease,2,Percent,2019,0.0002027129698743462,0.00023689027044988137,0.00017045112772603075
1,Deaths,90,Norway,3,Both,8,15-19 years,527,Peptic ulcer disease,2,Percent,2019,0.00018858284535458683,0.00021803867013442065,0.0001537372250522704
1,Deaths,90,Norway,1,Male,8,15-19 years,527,Peptic ulcer disease,3,Rate,2019,0.005937575298153667,0.007037931892018101,0.004350701408116019
1,Deaths,90,Norway,2,Female,8,15-19 years,527,Peptic ulcer disease,3,Rate,2019,0.003275504668899591,0.0038054240043495025,0.0027482043071165056
1,Deaths,90,Norway,3,Both,8,15-19 years,527,Peptic ulcer disease,3,Rate,2019,0.004646939669205326,0.005351379421178461,0.003780108197725317
1,Deaths,90,Norway,1,Male,9,20-24 years,527,Peptic ulcer disease,1,Number,2019,0.027905714320544023,0.05922721411483044,0.019576028416561215
1,Deaths,90,Norway,2,Female,9,20-24 years,527,Peptic ulcer disease,1,Number,2019,0.006407206823865515,0.007886589298875412,0.005458966759277761
1,Deaths,90,Norway,3,Both,9,20-24 years,527,Peptic ulcer disease,1,Number,2019,0.03431292114440955,0.06671793993044874,0.025258844059833044
1,Deaths,90,Norway,1,Male,9,20-24 years,527,Peptic ulcer disease,2,Percent,2019,0.00028988674895197097,0.0006113367236799362,0.00020328796694107893
1,Deaths,90,Norway,2,Female,9,20-24 years,527,Peptic ulcer disease,2,Percent,2019,0.00020605493291016535,0.0002534231391151165,0.0001766844609768828
1,Deaths,90,Norway,3,Both,9,20-24 years,527,Peptic ulcer disease,2,Percent,2019,0.00026942095358501876,0.0005238033799591023,0.00019815096757949273
1,Deaths,90,Norway,1,Male,9,20-24 years,527,Peptic ulcer disease,3,Rate,2019,0.015783331088444114,0.03349861319021468,0.011072102808273586
1,Deaths,90,Norway,2,Female,9,20-24 years,527,Peptic ulcer disease,3,Rate,2019,0.0038803345382818362,0.004776278601103029,0.003306061103015607
1,Deaths,90,Norway,3,Both,9,20-24 years,527,Peptic ulcer disease,3,Rate,2019,0.010035220551497205,0.01951245244104431,0.007387248376479239
1,Deaths,90,Norway,1,Male,10,25-29 years,527,Peptic ulcer disease,1,Number,2019,0.020378991482324096,0.02916302700798394,0.016407412138124477
1,Deaths,90,Norway,2,Female,10,25-29 years,527,Peptic ulcer disease,1,Number,2019,0.029839054006541757,0.039799980196531665,0.02471552648919126
1,Deaths,90,Norway,3,Both,10,25-29 years,527,Peptic ulcer disease,1,Number,2019,0.050218045488865846,0.06925731119787393,0.04141892899300678
1,Deaths,90,Norway,1,Male,10,25-29 years,527,Peptic ulcer disease,2,Percent,2019,0.00018589208593863907,0.0002649371831026771,0.00015030196839665484
1,Deaths,90,Norway,2,Female,10,25-29 years,527,Peptic ulcer disease,2,Percent,2019,0.0007658568190540322,0.0010122532276782177,0.0006323939602553989
1,Deaths,90,Norway,3,Both,10,25-29 years,527,Peptic ulcer disease,2,Percent,2019,0.0003379670293137428,0.0004654461831566346,0.00027954226521230316
1,Deaths,90,Norway,1,Male,10,25-29 years,527,Peptic ulcer disease,3,Rate,2019,0.010644193188333775,0.015232200950612281,0.008569789367167081
1,Deaths,90,Norway,2,Female,10,25-29 years,527,Peptic ulcer disease,3,Rate,2019,0.016378642626418513,0.021846190299284064,0.013566340796242936
1,Deaths,90,Norway,3,Both,10,25-29 years,527,Peptic ulcer disease,3,Rate,2019,0.013440253424882908,0.018535882967245055,0.011085276155892332
1,Deaths,90,Norway,1,Male,11,30-34 years,527,Peptic ulcer disease,1,Number,2019,0.11993574148909214,0.14324908886499108,0.0981849056926146
1,Deaths,90,Norway,2,Female,11,30-34 years,527,Peptic ulcer disease,1,Number,2019,0.023694900389426173,0.029664805621133387,0.019307987290123833
1,Deaths,90,Norway,3,Both,11,30-34 years,527,Peptic ulcer disease,1,Number,2019,0.14363064187851846,0.17089109691611762,0.11782405196493972
1,Deaths,90,Norway,1,Male,11,30-34 years,527,Peptic ulcer disease,2,Percent,2019,0.000969784800893176,0.0011533250352878282,0.0007926855027138438
1,Deaths,90,Norway,2,Female,11,30-34 years,527,Peptic ulcer disease,2,Percent,2019,0.0004458671423057246,0.0005594146692018294,0.00036658068627799605
1,Deaths,90,Norway,3,Both,11,30-34 years,527,Peptic ulcer disease,2,Percent,2019,0.0008123141273810653,0.0009653831240393168,0.0006676463579628937
1,Deaths,90,Norway,1,Male,11,30-34 years,527,Peptic ulcer disease,3,Rate,2019,0.06351370355907052,0.07585962326422477,0.051995234420618215
1,Deaths,90,Norway,2,Female,11,30-34 years,527,Peptic ulcer disease,3,Rate,2019,0.01316480672450269,0.016481665932490522,0.0107274526052477
1,Deaths,90,Norway,3,Both,11,30-34 years,527,Peptic ulcer disease,3,Rate,2019,0.038943171008690255,0.04633441112583633,0.03194612336612912
1,Deaths,90,Norway,1,Male,12,35-39 years,527,Peptic ulcer disease,1,Number,2019,0.22929234379548155,0.3142449258108666,0.1795721347120345
1,Deaths,90,Norway,2,Female,12,35-39 years,527,Peptic ulcer disease,1,Number,2019,0.05505570214181343,0.06815863775358541,0.046479893587554354
1,Deaths,90,Norway,3,Both,12,35-39 years,527,Peptic ulcer disease,1,Number,2019,0.28434804593729507,0.3858732996298654,0.22804716022005328
1,Deaths,90,Norway,1,Male,12,35-39 years,527,Peptic ulcer disease,2,Percent,2019,0.00146330466767647,0.0020119363638507774,0.0011456686649714244
1,Deaths,90,Norway,2,Female,12,35-39 years,527,Peptic ulcer disease,2,Percent,2019,0.0007057075864180806,0.0008873458688588676,0.0006000356484513189
1,Deaths,90,Norway,3,Both,12,35-39 years,527,Peptic ulcer disease,2,Percent,2019,0.0012114829926186984,0.0016343620422042053,0.0009690463946973579
1,Deaths,90,Norway,1,Male,12,35-39 years,527,Peptic ulcer disease,3,Rate,2019,0.12475262690584112,0.17097334929640698,0.0977010185058665
1,Deaths,90,Norway,2,Female,12,35-39 years,527,Peptic ulcer disease,3,Rate,2019,0.03208145323305213,0.03971665176275177,0.027084252391613373
1,Deaths,90,Norway,3,Both,12,35-39 years,527,Peptic ulcer disease,3,Rate,2019,0.08000567337332584,0.10857135688030173,0.0641645577487229
1,Deaths,90,Norway,1,Male,13,40-44 years,527,Peptic ulcer disease,1,Number,2019,0.469380597782041,0.6334765621446359,0.37594710164732253
1,Deaths,90,Norway,2,Female,13,40-44 years,527,Peptic ulcer disease,1,Number,2019,0.13196299224463554,0.14948340406499921,0.11401172142462057
1,Deaths,90,Norway,3,Both,13,40-44 years,527,Peptic ulcer disease,1,Number,2019,0.6013435900266771,0.7828488751124237,0.49462775855786467
1,Deaths,90,Norway,1,Male,13,40-44 years,527,Peptic ulcer disease,2,Percent,2019,0.0024100233725910035,0.0032670063824625554,0.001925403551476916
1,Deaths,90,Norway,2,Female,13,40-44 years,527,Peptic ulcer disease,2,Percent,2019,0.0010822047765241256,0.0012254798612929341,0.0009373976239911694
1,Deaths,90,Norway,3,Both,13,40-44 years,527,Peptic ulcer disease,2,Percent,2019,0.0018987639118208783,0.0024645870710986676,0.0015526550786758256
1,Deaths,90,Norway,1,Male,13,40-44 years,527,Peptic ulcer disease,3,Rate,2019,0.25874001451626527,0.34919580327674205,0.20723600207852047
1,Deaths,90,Norway,2,Female,13,40-44 years,527,Peptic ulcer disease,3,Rate,2019,0.07745022976920243,0.08773311209898961,0.06691447253900926
1,Deaths,90,Norway,3,Both,13,40-44 years,527,Peptic ulcer disease,3,Rate,2019,0.17093609944288407,0.22253023959069865,0.14060138184944693
1,Deaths,90,Norway,1,Male,14,45-49 years,527,Peptic ulcer disease,1,Number,2019,0.8846376090588458,1.1355633519729789,0.7235307744750268
1,Deaths,90,Norway,2,Female,14,45-49 years,527,Peptic ulcer disease,1,Number,2019,0.4044695570817919,0.46872617240612513,0.358518104551776
1,Deaths,90,Norway,3,Both,14,45-49 years,527,Peptic ulcer disease,1,Number,2019,1.2891071661406366,1.6009041518816796,1.095842781689278
1,Deaths,90,Norway,1,Male,14,45-49 years,527,Peptic ulcer disease,2,Percent,2019,0.002686377175471166,0.0034695272462867497,0.002205655285362047
1,Deaths,90,Norway,2,Female,14,45-49 years,527,Peptic ulcer disease,2,Percent,2019,0.0018269383732787458,0.0021084099166827634,0.00163194128511569
1,Deaths,90,Norway,3,Both,14,45-49 years,527,Peptic ulcer disease,2,Percent,2019,0.002340863395124708,0.0029008967119406705,0.001987706968432842
1,Deaths,90,Norway,1,Male,14,45-49 years,527,Peptic ulcer disease,3,Rate,2019,0.4536687120222806,0.5823509627375747,0.37104829277355983
1,Deaths,90,Norway,2,Female,14,45-49 years,527,Peptic ulcer disease,3,Rate,2019,0.21932533990831632,0.25416876322810256,0.1944079690729421
1,Deaths,90,Norway,3,Both,14,45-49 years,527,Peptic ulcer disease,3,Rate,2019,0.3397647167154212,0.4219437762347214,0.2888268113503584
1,Deaths,90,Norway,1,Male,15,50-54 years,527,Peptic ulcer disease,1,Number,2019,1.800431009972072,2.1893664895901788,1.5229012507871107
1,Deaths,90,Norway,2,Female,15,50-54 years,527,Peptic ulcer disease,1,Number,2019,0.9035347724814006,1.0366605497205823,0.7941873483858715
1,Deaths,90,Norway,3,Both,15,50-54 years,527,Peptic ulcer disease,1,Number,2019,2.7039657824534755,3.17859814839201,2.356541639093646
1,Deaths,90,Norway,1,Male,15,50-54 years,527,Peptic ulcer disease,2,Percent,2019,0.003497784337311159,0.00428770488778679,0.0029696894230032754
1,Deaths,90,Norway,2,Female,15,50-54 years,527,Peptic ulcer disease,2,Percent,2019,0.0026432775620708377,0.003026512973562817,0.0023345050485384985
1,Deaths,90,Norway,3,Both,15,50-54 years,527,Peptic ulcer disease,2,Percent,2019,0.0031567887060880225,0.003711160471483063,0.00274092585676672
1,Deaths,90,Norway,1,Male,15,50-54 years,527,Peptic ulcer disease,3,Rate,2019,0.9548681607415824,1.1611421606966503,0.8076787770683292
1,Deaths,90,Norway,2,Female,15,50-54 years,527,Peptic ulcer disease,3,Rate,2019,0.5073747251768052,0.582130735346926,0.445971311673532
1,Deaths,90,Norway,3,Both,15,50-54 years,527,Peptic ulcer disease,3,Rate,2019,0.7375125195089197,0.8669695245920936,0.6427518324579752
1,Deaths,90,Norway,1,Male,16,55-59 years,527,Peptic ulcer disease,1,Number,2019,2.78444734699925,3.2870989386879446,2.389600955504451
1,Deaths,90,Norway,2,Female,16,55-59 years,527,Peptic ulcer disease,1,Number,2019,1.4405542580158872,1.6527966528867744,1.2556680991170384
