measure_name,location_name,sex_name,age_name,cause_name,metric_name,year,val,upper,lower
Deaths,Finland,Female,25-29 years,"Tracheal, bronchus, and lung cancer",Rate,2019,0.199583437870596,0.299848037653271,0.129471193418039
Deaths,Finland,Male,30-34 years,"Tracheal, bronchus, and lung cancer",Number,2019,1.09757506443924,1.66564510547902,0.684784853546571
Deaths,Finland,Female,30-34 years,"Tracheal, bronchus, and lung cancer",Number,2019,0.846867525410668,1.20354187147794,0.598394756489147
Deaths,Finland,Male,30-34 years,"Tracheal, bronchus, and lung cancer",Rate,2019,0.611101946412673,0.927388931262762,0.381270830975033
Deaths,Finland,Female,30-34 years,"Tracheal, bronchus, and lung cancer",Rate,2019,0.501013553551566,0.712024929264894,0.354015090175845
Deaths,Finland,Male,35-39 years,"Tracheal, bronchus, and lung cancer",Number,2019,2.61794139491574,3.93689400138002,1.65707214563456
Deaths,Finland,Female,35-39 years,"Tracheal, bronchus, and lung cancer",Number,2019,1.75570815222182,2.40499526218638,1.24811597827367
Deaths,Finland,Male,35-39 years,"Tracheal, bronchus, and lung cancer",Rate,2019,1.40770587885882,2.11692623866588,0.891032246036223
Deaths,Finland,Female,35-39 years,"Tracheal, bronchus, and lung cancer",Rate,2019,1.0071631770783,1.37962716984404,0.71598258084609
Deaths,Finland,Male,40-44 years,"Tracheal, bronchus, and lung cancer",Number,2019,4.94581926069754,6.7231036829132,3.54547151932515
Deaths,Finland,Female,40-44 years,"Tracheal, bronchus, and lung cancer",Number,2019,3.84389937961206,5.20456053177732,2.79138035069501
Deaths,Finland,Male,40-44 years,"Tracheal, bronchus, and lung cancer",Rate,2019,2.7745789362566,3.77162627294417,1.98899112120605
Deaths,Finland,Female,40-44 years,"Tracheal, bronchus, and lung cancer",Rate,2019,2.27771128719885,3.08397413600751,1.65403875173361
Deaths,Finland,Male,45-49 years,"Tracheal, bronchus, and lung cancer",Number,2019,12.069686195145,15.7270989293252,9.2319984949851
Deaths,Finland,Female,45-49 years,"Tracheal, bronchus, and lung cancer",Number,2019,8.54422467927115,11.0874870816449,6.4401645452279
Deaths,Finland,Male,45-49 years,"Tracheal, bronchus, and lung cancer",Rate,2019,7.54043651617445,9.82537483931217,5.76761462090495
Deaths,Finland,Female,45-49 years,"Tracheal, bronchus, and lung cancer",Rate,2019,5.53187045757874,7.17847956228713,4.16961834771545
Deaths,Finland,Male,50-54 years,"Tracheal, bronchus, and lung cancer",Number,2019,32.5796930472449,40.6417129120369,25.8582970645147
Deaths,Finland,Female,50-54 years,"Tracheal, bronchus, and lung cancer",Number,2019,20.9342698913121,26.2526562525413,16.1338699939242
Deaths,Finland,Male,50-54 years,"Tracheal, bronchus, and lung cancer",Rate,2019,18.1884979074004,22.6893393127369,14.4360961708519
Deaths,Finland,Female,50-54 years,"Tracheal, bronchus, and lung cancer",Rate,2019,11.8336253481973,14.8399777064358,9.12007793516864
Deaths,Finland,Male,55-59 years,"Tracheal, bronchus, and lung cancer",Number,2019,84.199679273152,101.840142116194,67.9408763323456
Deaths,Finland,Female,55-59 years,"Tracheal, bronchus, and lung cancer",Number,2019,43.0661114557548,53.5011190467736,33.6934417415867
Deaths,Finland,Male,55-59 years,"Tracheal, bronchus, and lung cancer",Rate,2019,45.8076234334563,55.4046633044101,36.9622557429797
Deaths,Finland,Female,55-59 years,"Tracheal, bronchus, and lung cancer",Rate,2019,23.2318729001404,28.8610035987782,18.1758168928955
Deaths,Finland,Male,60-64 years,"Tracheal, bronchus, and lung cancer",Number,2019,163.904038040195,193.693738233945,136.435162023345
Deaths,Finland,Female,60-64 years,"Tracheal, bronchus, and lung cancer",Number,2019,83.9499418904437,102.464809385403,68.2422010857797
Deaths,Finland,Male,60-64 years,"Tracheal, bronchus, and lung cancer",Rate,2019,93.0411712186925,109.95148428615,77.4482887782853
Deaths,Finland,Female,60-64 years,"Tracheal, bronchus, and lung cancer",Rate,2019,45.7321707380828,55.81824182289,37.1752966270095
Deaths,Finland,Male,65-69 years,"Tracheal, bronchus, and lung cancer",Number,2019,282.053421275587,323.420419762583,241.876801547007
Deaths,Finland,Female,65-69 years,"Tracheal, bronchus, and lung cancer",Number,2019,130.740814386508,156.490420342496,106.486966239027
Deaths,Finland,Male,65-69 years,"Tracheal, bronchus, and lung cancer",Rate,2019,165.049215463369,189.255944158505,141.539060769329
Deaths,Finland,Female,65-69 years,"Tracheal, bronchus, and lung cancer",Rate,2019,70.3784472847756,84.2395915179739,57.3224771096606
Deaths,Finland,Male,70-74 years,"Tracheal, bronchus, and lung cancer",Number,2019,387.727626966687,445.213180845693,334.072237557365
Deaths,Finland,Female,70-74 years,"Tracheal, bronchus, and lung cancer",Number,2019,185.272174455089,226.326835301113,150.864424910504
Deaths,Finland,Male,70-74 years,"Tracheal, bronchus, and lung cancer",Rate,2019,236.960749621486,272.093195679414,204.169118560442
Deaths,Finland,Female,70-74 years,"Tracheal, bronchus, and lung cancer",Rate,2019,99.6890325785248,121.779232764369,81.1753228140006
Deaths,Finland,Male,75-79 years,"Tracheal, bronchus, and lung cancer",Number,2019,281.661982558233,333.261941536776,235.100090104619
Deaths,Finland,Female,75-79 years,"Tracheal, bronchus, and lung cancer",Number,2019,136.014814947095,165.830446423497,107.047395445142
Deaths,Finland,Male,75-79 years,"Tracheal, bronchus, and lung cancer",Rate,2019,299.805589275895,354.729423751766,250.244354642568
Deaths,Finland,Female,75-79 years,"Tracheal, bronchus, and lung cancer",Rate,2019,115.021141780246,140.234777343759,90.5247980044741
Deaths,Finland,Male,80-84 years,"Tracheal, bronchus, and lung cancer",Number,2019,244.068834189314,298.183177437672,197.789226022538
Deaths,Finland,Female,80-84 years,"Tracheal, bronchus, and lung cancer",Number,2019,131.058410568551,169.575301720986,98.7317908208671
Deaths,Finland,Male,80-84 years,"Tracheal, bronchus, and lung cancer",Rate,2019,375.570090786472,458.840570092616,304.355604518732
Deaths,Finland,Female,80-84 years,"Tracheal, bronchus, and lung cancer",Rate,2019,136.613343807219,176.762780005672,102.916554730064
Deaths,Finland,Male,85-89 years,"Tracheal, bronchus, and lung cancer",Number,2019,141.492820791444,179.508741805968,109.391215927761
Deaths,Finland,Female,85-89 years,"Tracheal, bronchus, and lung cancer",Number,2019,83.6392854869489,108.897134443171,60.9059663980288
Deaths,Finland,Male,85-89 years,"Tracheal, bronchus, and lung cancer",Rate,2019,414.59181804483,525.983263348555,320.53006531316
Deaths,Finland,Female,85-89 years,"Tracheal, bronchus, and lung cancer",Rate,2019,132.509831312554,172.525875029584,96.4934036241883
Deaths,Finland,Male,90-94 years,"Tracheal, bronchus, and lung cancer",Number,2019,50.3266848597,62.7117020267133,38.0553156979559
Deaths,Finland,Female,90-94 years,"Tracheal, bronchus, and lung cancer",Number,2019,45.0931450189633,61.1831488334936,31.0999409715429
Deaths,Finland,Male,90-94 years,"Tracheal, bronchus, and lung cancer",Rate,2019,362.460823492157,451.65969549882,274.080462573455
Deaths,Finland,Female,90-94 years,"Tracheal, bronchus, and lung cancer",Rate,2019,132.480770681638,179.752170907173,91.3696338175302
Deaths,Finland,Male,15-19 years,Breast cancer,Number,2019,0.0148763601895167,0.0170703249726848,0.0123698768797407
Deaths,Finland,Female,15-19 years,Breast cancer,Number,2019,0.0361571879790698,0.0560892900306603,0.021114339143217
Deaths,Finland,Male,15-19 years,Breast cancer,Rate,2019,0.00977345200590513,0.0112148401706021,0.00812674582108438
Deaths,Finland,Female,15-19 years,Breast cancer,Rate,2019,0.02505899654628,0.0388730817776879,0.0146334430645752
Deaths,Finland,Male,20-24 years,Breast cancer,Number,2019,0.0157832906060321,0.0177286460958393,0.0137355092803446
Deaths,Finland,Female,20-24 years,Breast cancer,Number,2019,0.184571216325287,0.255838167046365,0.128525440173587
Deaths,Finland,Male,20-24 years,Breast cancer,Rate,2019,0.00982516430813822,0.0110361562237144,0.00855041188202961
Deaths,Finland,Female,20-24 years,Breast cancer,Rate,2019,0.121237865390005,0.168050435357851,0.084423510475732
Deaths,Finland,Male,25-29 years,Breast cancer,Number,2019,0.0172532704937717,0.0193018605179498,0.0145773755657875
Deaths,Finland,Female,25-29 years,Breast cancer,Number,2019,1.01257359937074,1.3562866370044,0.718464491100628
Deaths,Finland,Male,25-29 years,Breast cancer,Rate,2019,0.00947557536671808,0.0106006704132841,0.00800596158696046
Deaths,Finland,Female,25-29 years,Breast cancer,Rate,2019,0.58667167104305,0.785814431898299,0.416268766873877
Deaths,Finland,Male,30-34 years,Breast cancer,Number,2019,0.0170308217833303,0.0189756383552858,0.0148949798787295
Deaths,Finland,Female,30-34 years,Breast cancer,Number,2019,4.48398944998748,6.00168525749883,3.30941776322063
Deaths,Finland,Male,30-34 years,Breast cancer,Rate,2019,0.00948232943513325,0.0105651539553357,0.00829314685672055
Deaths,Finland,Female,30-34 years,Breast cancer,Rate,2019,2.65276376885105,3.55064466157136,1.95787783093206
Deaths,Finland,Male,35-39 years,Breast cancer,Number,2019,0.0358828401186779,0.0672191966115383,0.0178856643704036
Deaths,Finland,Female,35-39 years,Breast cancer,Number,2019,8.99152649687546,11.4517858148864,6.89001534516078
Deaths,Finland,Male,35-39 years,Breast cancer,Rate,2019,0.0192947348184774,0.036144758024759,0.00961738674914963
Deaths,Finland,Female,35-39 years,Breast cancer,Rate,2019,5.15799529774735,6.56932473084743,3.95246199453407
Deaths,Finland,Male,40-44 years,Breast cancer,Number,2019,0.0609766475793794,0.113593316694443,0.0289539457689738
Deaths,Finland,Female,40-44 years,Breast cancer,Number,2019,16.1290236109074,19.7750390574088,12.8299887098367
Deaths,Finland,Male,40-44 years,Breast cancer,Rate,2019,0.0342075828208545,0.0637252611118421,0.0162430133042873
Deaths,Finland,Female,40-44 years,Breast cancer,Rate,2019,9.55728948705428,11.7177442013074,7.60243888121186
Deaths,Finland,Male,45-49 years,Breast cancer,Number,2019,0.139992973084806,0.244819053428044,0.0724117311500658
Deaths,Finland,Female,45-49 years,Breast cancer,Number,2019,28.9556451256265,34.7138323341508,23.5479671679632
Deaths,Finland,Male,45-49 years,Breast cancer,Rate,2019,0.0874594508249195,0.152948676583377,0.0452386294834239
Deaths,Finland,Female,45-49 years,Breast cancer,Rate,2019,18.7470348525818,22.4751139824908,15.2458893348766
Deaths,Finland,Male,50-54 years,Breast cancer,Number,2019,0.277032031438244,0.482095816039718,0.139525153842314
Deaths,Finland,Female,50-54 years,Breast cancer,Number,2019,48.8395838377728,58.7720358772033,40.1986463256825
Deaths,Finland,Male,50-54 years,Breast cancer,Rate,2019,0.154660650632604,0.269143074137908,0.0778937040631589
Deaths,Finland,Female,50-54 years,Breast cancer,Rate,2019,27.607809601133,33.2223792438191,22.7233011990655
Deaths,Finland,Male,55-59 years,Breast cancer,Number,2019,0.438528777249736,0.700570110454582,0.255637457819021
Deaths,Finland,Female,55-59 years,Breast cancer,Number,2019,71.4769885361835,85.3022343292539,59.110116405925
Deaths,Finland,Male,55-59 years,Breast cancer,Rate,2019,0.238575268533062,0.381135083713687,0.139075878962329
Deaths,Finland,Female,55-59 years,Breast cancer,Rate,2019,38.5580275726406,46.0160111755436,31.8867588699246
Deaths,Finland,Male,60-64 years,Breast cancer,Number,2019,0.58414974364936,0.955599324634408,0.326924529361276
Deaths,Finland,Female,60-64 years,Breast cancer,Number,2019,92.2330126420282,111.521186369454,75.3390761743933
Deaths,Finland,Male,60-64 years,Breast cancer,Rate,2019,0.331596322861227,0.542452043542532,0.185580791514322
Deaths,Finland,Female,60-64 years,Breast cancer,Rate,2019,50.2444169328619,60.7517506398892,41.0413565187826
Deaths,Finland,Male,65-69 years,Breast cancer,Number,2019,0.65584484793604,1.09325418140574,0.356367894653397
Deaths,Finland,Female,65-69 years,Breast cancer,Number,2019,118.777322595367,142.137057852615,97.4599897289112
Deaths,Finland,Male,65-69 years,Breast cancer,Rate,2019,0.383780764395589,0.639739607224126,0.208535819785026
Deaths,Finland,Female,65-69 years,Breast cancer,Rate,2019,63.9384386285989,76.5131032740884,52.4632096082366
Deaths,Finland,Male,70-74 years,Breast cancer,Number,2019,1.22562068263882,2.00555980705945,0.662004062293527
Deaths,Finland,Female,70-74 years,Breast cancer,Number,2019,148.437714011711,179.710060525791,121.747708554692
Deaths,Finland,Male,70-74 years,Breast cancer,Rate,2019,0.749041274107208,1.22570310248324,0.404585507823566
Deaths,Finland,Female,70-74 years,Breast cancer,Rate,2019,79.869587278916,96.6962369343111,65.5085488156321
Deaths,Finland,Male,75-79 years,Breast cancer,Number,2019,0.880133192912496,1.52281981070861,0.468421065152129
Deaths,Finland,Female,75-79 years,Breast cancer,Number,2019,139.539335566918,169.508042546801,113.851050127382
Deaths,Finland,Male,75-79 years,Breast cancer,Rate,2019,0.936828066556166,1.62091414170924,0.49859499032015
Deaths,Finland,Female,75-79 years,Breast cancer,Rate,2019,118.0016581753,143.344742278635,96.2783192670967
Deaths,Finland,Male,80-84 years,Breast cancer,Number,2019,0.898909513888955,1.68788137451823,0.419885430639066
Deaths,Finland,Female,80-84 years,Breast cancer,Number,2019,136.845983298531,171.22629865376,105.44255178636
Deaths,Finland,Male,80-84 years,Breast cancer,Rate,2019,1.3832307957772,2.59729089611214,0.64611448581228
Deaths,Finland,Female,80-84 years,Breast cancer,Rate,2019,142.646223801261,178.483754726969,109.911752451521
Deaths,Finland,Male,85-89 years,Breast cancer,Number,2019,0.493932044227962,1.06403554313503,0.215054784698417
Deaths,Finland,Female,85-89 years,Breast cancer,Number,2019,111.421221901136,140.463110925273,83.4509997067286
Deaths,Finland,Male,85-89 years,Breast cancer,Rate,2019,1.44728321240347,3.11775839809497,0.630137654113031
Deaths,Finland,Female,85-89 years,Breast cancer,Rate,2019,176.524790148548,222.535893581358,132.211529900361
Deaths,Finland,Male,90-94 years,Breast cancer,Number,2019,0.315103748516478,0.579944991910996,0.146661123067378
Deaths,Finland,Female,90-94 years,Breast cancer,Number,2019,77.5454189225232,101.124065264648,55.4660075984017
Deaths,Finland,Male,90-94 years,Breast cancer,Rate,2019,2.26942753116261,4.17685647155628,1.05627683582739
Deaths,Finland,Female,90-94 years,Breast cancer,Rate,2019,227.823472001478,297.096024131537,162.955576289471
Deaths,Finland,Male,20-24 years,Prostate cancer,Number,2019,0.04488810526389,0.0786986345975981,0.0311313550586833
Deaths,Finland,Male,20-24 years,Prostate cancer,Rate,2019,0.0279430329648857,0.0489902286568822,0.0193793985184341
Deaths,Finland,Male,25-29 years,Prostate cancer,Number,2019,0.0733157642316702,0.116627590688583,0.0527616562365429
Deaths,Finland,Male,25-29 years,Prostate cancer,Rate,2019,0.0402653543162448,0.0640524082554294,0.0289769438392977
Deaths,Finland,Male,30-34 years,Prostate cancer,Number,2019,0.093936919048406,0.140355493563046,0.0723600662059346
Deaths,Finland,Male,30-34 years,Prostate cancer,Rate,2019,0.0523016930052243,0.0781463774870922,0.0402882488256859
Deaths,Finland,Male,35-39 years,Prostate cancer,Number,2019,0.134055175891222,0.187506193778593,0.0984994479596562
Deaths,Finland,Male,35-39 years,Prostate cancer,Rate,2019,0.0720834544119351,0.100824858729529,0.052964612663386
Deaths,Finland,Male,40-44 years,Prostate cancer,Number,2019,0.29369148181438,0.440876416210872,0.202527757139323
Deaths,Finland,Male,40-44 years,Prostate cancer,Rate,2019,0.16475939702763,0.247329381328517,0.113617020628208
Deaths,Finland,Male,45-49 years,Prostate cancer,Number,2019,1.35986904468864,1.94664898426479,0.903955326844086
Deaths,Finland,Male,45-49 years,Prostate cancer,Rate,2019,0.849566926264421,1.21615283511087,0.564738605902392
Deaths,Finland,Male,50-54 years,Prostate cancer,Number,2019,5.61839285494527,7.86788770577661,3.89425298703898
Deaths,Finland,Male,50-54 years,Prostate cancer,Rate,2019,3.13662030323418,4.39246185851592,2.17407242612546
Deaths,Finland,Male,55-59 years,Prostate cancer,Number,2019,17.3572282883628,24.513690057549,11.8240144565302
Deaths,Finland,Male,55-59 years,Prostate cancer,Rate,2019,9.44295018871149,13.3363201952091,6.43268485547765
Deaths,Finland,Male,60-64 years,Prostate cancer,Number,2019,47.5304904186147,70.3350093917022,33.8600186255633
Deaths,Finland,Male,60-64 years,Prostate cancer,Rate,2019,26.9809856427225,39.9261160965227,19.2208552521236
Deaths,Finland,Male,65-69 years,Prostate cancer,Number,2019,103.736989631677,148.412704942655,76.8602882758541
Deaths,Finland,Male,65-69 years,Prostate cancer,Rate,2019,60.7037797159385,86.8466704101699,44.9763389603532
Deaths,Finland,Male,70-74 years,Prostate cancer,Number,2019,186.032178186468,283.846679460825,135.438059844184
Deaths,Finland,Male,70-74 years,Prostate cancer,Rate,2019,113.694050490167,173.473637844192,82.7733232192786
Deaths,Finland,Male,75-79 years,Prostate cancer,Number,2019,221.950243268546,346.670683543893,169.794170837463
Deaths,Finland,Male,75-79 years,Prostate cancer,Rate,2019,236.247444077042,369.001906542591,180.731673409325
Deaths,Finland,Male,80-84 years,Prostate cancer,Number,2019,288.301751905515,411.473250100261,220.280319542067
Deaths,Finland,Male,80-84 years,Prostate cancer,Rate,2019,443.63515520817,633.169926876006,338.964619893733
Deaths,Finland,Male,85-89 years,Prostate cancer,Number,2019,240.757223922571,346.368062122213,179.156350875289
Deaths,Finland,Male,85-89 years,Prostate cancer,Rate,2019,705.449044093982,1014.9021256674,524.950713458072
Deaths,Finland,Male,90-94 years,Prostate cancer,Number,2019,135.460681201676,190.823280215626,94.571444693922
Deaths,Finland,Male,90-94 years,Prostate cancer,Rate,2019,975.609464363608,1374.33974602639,681.118651430405
Deaths,Finland,Male,5-9 years,Colon and rectum cancer,Number,2019,0.0314338002368975,0.043688353855557,0.0212266246970508
Deaths,Finland,Female,5-9 years,Colon and rectum cancer,Number,2019,0.0265121660759534,0.0367594140202102,0.0182816574333745
Deaths,Finland,Male,5-9 years,Colon and rectum cancer,Rate,2019,0.0201739354388639,0.0280387997464489,0.0136230603043866
Deaths,Finland,Female,5-9 years,Colon and rectum cancer,Rate,2019,0.0177929846865062,0.0246701717571004,0.0122692823296328
Deaths,Finland,Male,10-14 years,Colon and rectum cancer,Number,2019,0.0368190835856986,0.0522111377703941,0.02504835413136
Deaths,Finland,Female,10-14 years,Colon and rectum cancer,Number,2019,0.0334006695424023,0.0476060065254753,0.0227262074514602
Deaths,Finland,Male,10-14 years,Colon and rectum cancer,Rate,2019,0.0233776536599132,0.0331505778286234,0.015904028308332
Deaths,Finland,Female,10-14 years,Colon and rectum cancer,Rate,2019,0.0221521645555849,0.0315735015146266,0.0150725926781197
Deaths,Finland,Male,15-19 years,Colon and rectum cancer,Number,2019,0.0770863121395582,0.118633169648227,0.0492738267144852
Deaths,Finland,Female,15-19 years,Colon and rectum cancer,Number,2019,0.0490266368339521,0.0696002307164754,0.0332518171071901
Deaths,Finland,Male,15-19 years,Colon and rectum cancer,Rate,2019,0.0506440663179901,0.0779394673895031,0.0323718553736464
Deaths,Finland,Female,15-19 years,Colon and rectum cancer,Rate,2019,0.0339782596978754,0.0482369354097464,0.0230454085790343
Deaths,Finland,Male,20-24 years,Colon and rectum cancer,Number,2019,0.208342831691914,0.292864596992035,0.140397723265995
Deaths,Finland,Female,20-24 years,Colon and rectum cancer,Number,2019,0.169128280513581,0.243580310466305,0.110690636001183
Deaths,Finland,Male,20-24 years,Colon and rectum cancer,Rate,2019,0.129694282700055,0.182309434534756,0.0873981689882674
Deaths,Finland,Female,20-24 years,Colon and rectum cancer,Rate,2019,0.111093983746691,0.159998712041448,0.0727085007870042
Deaths,Finland,Male,25-29 years,Colon and rectum cancer,Number,2019,0.564864608436929,0.775133938297582,0.393372689141184
Deaths,Finland,Female,25-29 years,Colon and rectum cancer,Number,2019,0.418560332394195,0.586181287331426,0.292109063909679
Deaths,Finland,Male,25-29 years,Colon and rectum cancer,Rate,2019,0.310226236305053,0.425707117632637,0.216042086890798
Deaths,Finland,Female,25-29 years,Colon and rectum cancer,Rate,2019,0.242508287585849,0.339625638656397,0.169244105077608
Deaths,Finland,Male,30-34 years,Colon and rectum cancer,Number,2019,1.50033415866157,2.15550317289583,1.0393448535718
Deaths,Finland,Female,30-34 years,Colon and rectum cancer,Number,2019,0.991031343725698,1.38289316326968,0.680772167633687
Deaths,Finland,Male,30-34 years,Colon and rectum cancer,Rate,2019,0.835347990614134,1.20012947372152,0.57868084251369
Deaths,Finland,Female,30-34 years,Colon and rectum cancer,Rate,2019,0.586302013364157,0.81813057783262,0.402750220820853
Deaths,Finland,Male,35-39 years,Colon and rectum cancer,Number,2019,2.82391278995097,3.98772252318971,1.89264460657383
Deaths,Finland,Female,35-39 years,Colon and rectum cancer,Number,2019,1.89264033634619,2.56555170745711,1.39351056581866
Deaths,Finland,Male,35-39 years,Colon and rectum cancer,Rate,2019,1.5184597499084,2.1442574879842,1.01770304883015
Deaths,Finland,Female,35-39 years,Colon and rectum cancer,Rate,2019,1.08571441774575,1.47173048400512,0.799388284998281
Deaths,Finland,Male,40-44 years,Colon and rectum cancer,Number,2019,4.8586217473259,6.69762035848063,3.3126841260885
Deaths,Finland,Female,40-44 years,Colon and rectum cancer,Number,2019,3.7940852588578,5.02919266751333,2.75057645572302
Deaths,Finland,Male,40-44 years,Colon and rectum cancer,Rate,2019,2.72566158381361,3.75733026019694,1.85839860177593
Deaths,Finland,Female,40-44 years,Colon and rectum cancer,Rate,2019,2.24819381707317,2.98005951067557,1.62986031131128
Deaths,Finland,Male,45-49 years,Colon and rectum cancer,Number,2019,8.82871182307477,11.9905461408955,6.3623858821563
Deaths,Finland,Female,45-49 years,Colon and rectum cancer,Number,2019,8.21023944070517,10.4306601997158,6.29347164445335
Deaths,Finland,Male,45-49 years,Colon and rectum cancer,Rate,2019,5.5156646117504,7.4909944225436,3.97484790077656
Deaths,Finland,Female,45-49 years,Colon and rectum cancer,Rate,2019,5.31563514731437,6.75322374794712,4.07464353670656
Deaths,Finland,Male,50-54 years,Colon and rectum cancer,Number,2019,18.6959402886854,24.3150696545377,14.1217254186762
Deaths,Finland,Female,50-54 years,Colon and rectum cancer,Number,2019,17.3526025296465,22.3769295933762,13.531829585809
Deaths,Finland,Male,50-54 years,Colon and rectum cancer,Rate,2019,10.437516103191,13.5745475836291,7.88383650066942
Deaths,Finland,Female,50-54 years,Colon and rectum cancer,Rate,2019,9.80899731484003,12.6491252203114,7.64920880572821
Deaths,Finland,Male,55-59 years,Colon and rectum cancer,Number,2019,38.7854215323268,47.5672560789162,30.3478340962662
Deaths,Finland,Female,55-59 years,Colon and rectum cancer,Number,2019,26.4122420493666,33.0624998299187,20.3940351871358
Deaths,Finland,Male,55-59 years,Colon and rectum cancer,Rate,2019,21.1006502589756,25.8782809273783,16.5103022755342
Deaths,Finland,Female,55-59 years,Colon and rectum cancer,Rate,2019,14.2479975451007,17.8354573432691,11.001495546569
Deaths,Finland,Male,60-64 years,Colon and rectum cancer,Number,2019,61.5134092583702,75.3723230186861,48.4626269758626
Deaths,Finland,Female,60-64 years,Colon and rectum cancer,Number,2019,41.7602304949531,52.3151973106334,33.2622002907653
Deaths,Finland,Male,60-64 years,Colon and rectum cancer,Rate,2019,34.9184785895877,42.7855792632296,27.5101188969065
Deaths,Finland,Female,60-64 years,Colon and rectum cancer,Rate,2019,22.7491043835289,28.4989778638396,18.1197579005679
Deaths,Finland,Male,65-69 years,Colon and rectum cancer,Number,2019,103.823618513685,126.162233882216,84.2271985076145
Deaths,Finland,Female,65-69 years,Colon and rectum cancer,Number,2019,66.4431608735253,82.1069267428841,52.1824599902386
Deaths,Finland,Male,65-69 years,Colon and rectum cancer,Rate,2019,60.7544723434103,73.8263610815068,49.2872342107714
Deaths,Finland,Female,65-69 years,Colon and rectum cancer,Rate,2019,35.7666924205255,44.1985774878675,28.0900843921307
Deaths,Finland,Male,70-74 years,Colon and rectum cancer,Number,2019,148.386991708578,183.240767941791,119.352806949986
Deaths,Finland,Female,70-74 years,Colon and rectum cancer,Number,2019,103.898127877052,126.583801490066,83.4314056145834
Deaths,Finland,Male,70-74 years,Colon and rectum cancer,Rate,2019,90.6870966725383,111.988072844844,72.9427789955425
Deaths,Finland,Female,70-74 years,Colon and rectum cancer,Rate,2019,55.9042602336053,68.1106957791747,44.8917714537888
Deaths,Finland,Male,75-79 years,Colon and rectum cancer,Number,2019,132.725105460829,160.704426234588,107.340096236564
Deaths,Finland,Female,75-79 years,Colon and rectum cancer,Number,2019,107.752178893926,129.481245160197,87.8258871563054
Deaths,Finland,Male,75-79 years,Colon and rectum cancer,Rate,2019,141.274758108905,171.056401609132,114.254541961413
Deaths,Finland,Female,75-79 years,Colon and rectum cancer,Rate,2019,91.1207992343288,109.496018233356,74.2700993455052
Deaths,Finland,Male,80-84 years,Colon and rectum cancer,Number,2019,140.627320340364,176.470394079106,109.243070104924
Deaths,Finland,Female,80-84 years,Colon and rectum cancer,Number,2019,143.661527773638,176.943742853015,113.068976973642
Deaths,Finland,Male,80-84 years,Colon and rectum cancer,Rate,2019,216.39557398927,271.550450697879,168.10187951025
Deaths,Finland,Female,80-84 years,Colon and rectum cancer,Rate,2019,149.750646299382,184.443533780469,117.861424980055
Deaths,Finland,Male,85-89 years,Colon and rectum cancer,Number,2019,99.2534401255997,124.062352970062,76.7798113045455
Deaths,Finland,Female,85-89 years,Colon and rectum cancer,Number,2019,131.240938900957,172.064036286301,95.7847182994772
Deaths,Finland,Male,85-89 years,Colon and rectum cancer,Rate,2019,290.825103059677,363.518348005735,224.974534961108
Deaths,Finland,Female,85-89 years,Colon and rectum cancer,Rate,2019,207.925194169439,272.601281688527,151.751856681807
Deaths,Finland,Male,90-94 years,Colon and rectum cancer,Number,2019,47.7645152966089,62.3504310950603,34.6817397835186
